elapsed_ms,cores,rss_mib
373599,0.000,13.29
374606,0.000,13.29
375622,0.000,13.29
376633,0.000,13.29
377641,0.000,13.29
378651,0.000,13.29
379659,0.000,13.29
380668,0.000,13.29
381729,0.000,13.29
382739,0.000,13.29
383749,0.000,13.29
384755,0.000,13.29
385761,0.000,13.29
386813,0.000,13.29
387836,0.000,13.29
388853,0.000,13.29
389867,0.000,13.29
390879,0.000,13.29
391889,0.000,13.29
392903,0.000,13.29
393914,0.000,13.29
394923,0.000,13.29
395936,0.000,13.29
396943,0.000,13.29
397952,0.000,13.29
398963,0.000,13.29
399970,0.000,13.29
400975,0.000,13.29
401982,0.000,13.29
402988,0.000,13.29
403998,0.000,13.29
405010,0.000,13.29
406016,0.000,13.29
407024,0.000,13.29
408033,0.000,13.29
409043,0.000,13.29
410049,0.000,13.29
411059,0.000,13.29
412070,0.000,13.29
413077,0.000,13.29
414082,0.000,13.29
415089,0.000,13.29
416097,0.000,13.29
417108,0.000,13.29
418112,0.000,13.29
419116,0.000,13.29
420122,0.000,13.29
421129,0.000,13.29
422133,0.000,13.29
423143,0.000,13.29
424151,0.000,13.29
425166,0.000,13.29
426176,0.000,13.29
427187,0.000,13.29
428193,0.000,13.29
429205,0.000,13.29
430215,0.000,13.29
